Chart Title: ,Avg Percentage CPU for AFAS Next Production V1 in West Europe region  by VMName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mon, 03 Feb 2025 00:00:00 GMT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sun, 09 Feb 2025 23:59:00 GMT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grain: 5 Minutes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aggregation type: Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grouping: VMName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Filters: None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chart type: Line,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Clstr004-SS_4,Clstr004-SS_2,Clstr004-SS_1,Clstr004-SS_0,Clstr003-SS_1,Clstr003-SS_4,Clstr004-SS_3,Clstr003-SS_3,Clstr003-SS_2,Clstr003-SS_0,Dbg002-SS_0,Clstr008-SS_1,Clstr008-SS_0,Clstr008-SS_2,Clstr008-SS_4,Clstr008-SS_3,Clstr009-SS_5,Clstr009-SS_6,Clstr009-SS_8,Clstr009-SS_7,Clstr009-SS_9,Clstr009-SS_1,Clstr009-SS_3,Clstr009-SS_4,Clstr009-SS_2,Clstr009-SS_0,proxy001L-SS_6,proxy001L-SS_7,proxy001L-SS_5,proxy001L-SS_8
2/4/2025 16:50,44.598,40.434,38.289,35.24,39.812,44.202,33.994,43.25,32.808,39.494,13.593,0.399,0.748,7.671,0.413,0.456,--,--,--,--,--,1.938,1.3,1.434,3.639,1.8,1.363,1.437,1.391,1.404
2/4/2025 16:55,46.808,40.801,37.423,39.154,39.902,43.094,27.933,42.063,34.318,37.756,15.507,7.812,8.296,0.501,7.626,7.596,--,--,--,--,--,3.916,1.84,3.413,1.303,3.119,1.649,1.759,1.458,1.498
2/4/2025 17:00,47.116,41.562,38.112,42.394,42.249,46.742,26.341,46.978,39.922,39.279,14.088,0.407,0.691,0.47,0.447,0.517,--,--,--,--,--,3.266,4.416,1.824,3.932,2.483,1.145,1.795,1.477,1.469
2/4/2025 17:05,44.879,39.506,39.302,42.496,43.674,47.063,30.799,47.807,34.17,42.056,12.704,0.52,0.794,4.245,0.5,0.445,--,--,--,--,--,1.114,1.457,1.05,4.356,0.856,1.302,--,1.168,1.401
2/4/2025 17:10,47.231,42.87,38.65,39.797,42.011,43.278,40.457,43.003,33.45,37.199,14.127,4.486,4.793,0.5,4.319,4.407,--,--,--,--,--,4.627,1.671,4.504,1.141,4.454,1.287,1.1175,1.32,1.259
2/4/2025 17:15,44.352,40.163,34.445,41.687,39.911,40.469,40.547,43.256,33.133,37.499,13.38,0.626,0.791,0.639,0.598,0.484,--,--,--,--,--,1.587,4.044,1.243,1.363,1.204,1.085,1.239,1.406,0.897
2/4/2025 17:20,44.477,41.099,35.004,41.604,39.377,42.48,41.543,43.83,32.496,37.678,13.36,0.661,0.886,8.138,0.483,0.612,--,--,--,--,--,1.13,1.326,1.166,2.876,1.196,1.393,0.829,0.875,1.516
2/4/2025 17:25,52.818,39.59,38.536,40.976,41.637,41.396,38.377,43.138,32.768,36.847,15.058,10.057,10.693,0.523,10.26,9.671,--,--,--,--,--,2.886,1.945,2.719,0.867,2.996,0.974,1.447,1.071,0.894
2/4/2025 17:30,45.57,39.382,38.901,38.866,40.387,38.077,39.493,44.078,33.963,36.873,13.222,0.409,0.707,0.482,0.449,0.51,--,--,--,--,--,1.847,2.204,1.138,1.232,1.314,1.127,1.417,1.196,1.037
2/4/2025 17:35,47.157,40.008,41.668,41.863,40.115,41.437,40.328,45.961,32.568,39.544,13.301,0.52,0.813,4.425,0.549,0.476,--,--,--,--,--,1.311,0.879,1.126,5.17,0.782,1.117,1.175,0.997,1.061
2/4/2025 17:40,49.502,42.741,41.527,42.323,45.727,44.72,39.583,46.921,37.195,39.417,14.435,4.616,5.145555556,0.794,4.529,4.4,--,--,--,--,--,5.231,3.254,5.711,2.368,5.057,1.265,1.196,1.122,1.183
2/4/2025 17:45,46.158,40.175,41.204,41.052,53.962,52.174,37.515,57.728,47.878,51.045,13.074,0.501,0.95,0.495,0.511,0.584,--,--,--,--,--,2.166,4.685,1.868,2.264,1.235,1.246,1.256,1.209,1.246
2/4/2025 17:50,44.844,42.354,41.855,40.192,36.023,35.528,40.24,40.872,30.991,41.631,12.992,0.433,0.73,7.729,0.411,0.483,--,--,--,--,--,1.484,1.435,1.157,3.883,1.383,1.009,1.237,1.267,0.825
2/4/2025 17:55,45.107,40.215,40.618,40.062,38.001,34.244,38.335,39.637,29.848,34.32,15.052,7.766,8.092,0.505,7.643,7.61,--,--,--,--,--,3.899,3.182,3.922,2.598,4.533,1.869,1.797,1.693,1.619
2/4/2025 18:00,42.949,38.838,42.807,42.983,36.912,35.379,35.219,40.754,32.247,34.874,13.329,0.406,0.726,0.453,0.414,0.489,--,--,--,--,--,5.561,4.923,3.3,4.02,3.669,1.586,1.157,1.359,1.002
2/4/2025 18:05,44.681,43.271,45.76,44.414,37.017,36.636,37.622,42.766,29.856,37.388,13.705,0.51,0.814,4.285,0.516,0.473,--,--,--,--,--,2.802,3.084,2.231,6.565,4.313,1.252,1.562,1.127,1.012
2/4/2025 18:10,43.316,42.976,43.283,40.402,40.409,35.727,35.361,40.811,31.169,34.84,14.045,4.593,4.805,0.488,4.584,4.338,--,--,--,--,--,5.556,3.151,6.128,4.191,6.074,1.372,1.478,1.064,1.07
2/4/2025 18:15,40.468,40.294,39.114,38.538,36.982,35.486,41.712,41.928,30.788,34.863,13.374,0.614,0.805,0.594,0.498,0.486,--,--,--,--,--,2.204,6.243,2.966,2.024,1.813,1.396,1.271,1.155,1.079
2/4/2025 18:20,41.035,43.298,41.768,40.31,35.91,35.709,43.635,42.064,31.138,34.84,13.542,0.45,0.9,7.661,0.596,0.655,--,--,--,--,--,1.398,1.234,1.479,3.984,1.035,1.86,1.436,1.03,1.112
2/4/2025 18:25,41.967,44.616,41.944,39.406,37.019,34.12,38.133,42.028,30.428,33.149,15.285,7.755,8.062,0.5,7.695,7.554,--,--,--,--,--,2.757,1.54,2.777,1.683,2.928,1.275,1.437,1.139,1.213
2/4/2025 18:30,40.565,42.249,41.426,39.657,35.857,34.028,35.355,41.466,31.906,33.54,13.35,0.446,0.724,0.459,0.421,0.49,--,--,--,--,--,1.671,3.108,1.23,1.606,1.673,1.279,1.31,1.159,1.504
2/4/2025 18:35,44.229,44.729,47.107,44.597,35.292,36.632,41.419,43.574,31.064,35.759,12.964,0.529,0.827,4.423,0.512,0.469,--,--,--,--,--,1.775,1.531,1.482,5.11,1.584,1.335,1.27,1.073,1.11
2/4/2025 18:40,43.479,43.242,42.78,40.828,38.069,33.593,36.409,40.835,31.128,33.501,14.711,4.408,4.708,1.757,4.346,4.249,--,--,--,--,--,4.99,1.726,5.007,1.551,4.884,1.414,1.05,0.81,1.486
2/4/2025 18:45,41.491,40.976,41.705,39.703,36.432,33.069,36.996,41.417,30.273,33.796,13.415,0.491,0.945,0.495,0.482,0.585,--,--,--,--,--,1.144,4.099,1.189,1.055,1.209,1.355,1.645,0.783,1.043
2/4/2025 18:50,40.284,41.159,41.593,41.019,36.16,35.236,41.53,42.029,29.103,35.162,12.741,0.421,0.989,8.022,0.437,0.508,--,--,--,--,--,1.87,1.766,1.964,3.724,1.352,1.53,1.605,1.227,1.514
2/4/2025 18:55,42.915,43.264,41.938,41.141,37.169,34.132,43.727,39.989,30.612,34.268,15.293,7.713,8.132,0.737,7.7,7.517,--,--,--,--,--,3.176,1.892,2.851,1.416,2.78,1.185,--,1.242,1.339
2/4/2025 19:00,43.447,44.00833333,45.347,43.134,35.226,35.725,36.019,42.144,31.839,34.978,13.014,0.436,0.726,0.46,0.418,0.512,--,--,--,--,--,3.08,4.32,2.213,2.5,2.305,1.215,1.173333333,1.363,1.096
2/4/2025 19:05,41.971,--,44.679,43.525,34.104,37.782,37.03,44.09,30.188,36.592,13.341,0.508,0.799,4.294,0.521,0.505,--,--,--,--,--,1.931,2.302,1.724,4.762,1.703,1.528,1.557,1.603,1.348
2/4/2025 19:10,42.807,43.34666667,44.109,40.366,35.476,34.641,41.336,41.527,30.338,33.81,14.015,4.229,4.581,0.464,4.215,4.203,--,--,--,--,--,5.379,3.064,5.952,2.371,5.732,1.429,1.466,1.371,1.706
2/4/2025 19:15,41.493,42.439,44.056,40.67,32.839,34.033,40.175,41.179,29.745,33.55,13.178,0.517,0.81,0.64,0.49,0.486,--,--,--,--,--,1.937,4.128,2.375,2.776,2.253,1.64,1.585,1.328,1.729
2/4/2025 19:20,44.132,41.85,44.424,41.26,33.87,38.267,40.14,44.515,31.257,36.713,13.385,0.57,0.873,9.878,0.597,0.668,--,--,--,--,--,1.849,2.621,2.716,5.255,2.747,1.682,1.636,1.252,1.796
2/4/2025 19:25,41.633,43.355,42.96,40.25,36.319,35.521,37.702,43.414,31.313,35.88,14.875,7.826,8.292,0.488,7.726,7.662,--,--,--,--,--,2.724,1.726,2.576,1.09,2.812,1.663,1.876,1.135,0.92
2/4/2025 19:30,40.681,41.98,42.774,40.339,34.691,38.091,32.223,42.261,32.353,35.597,13.512,0.444,0.732,0.551,0.453,0.518,--,--,--,--,--,1.461,2.54,5.237,1.058,1.229,1.537,1.616,1.36,1.199
2/4/2025 19:35,39.977,41.164,44.261,42.786,35.105,38.512,33.835,44.849,30.782,37.921,13.219,0.519,0.76,4.279,0.514,0.472,--,--,--,--,--,1.174,1.517,9.539,4.64,0.914,1.229,1.285,1.099,1.443
2/4/2025 19:40,42.219,43.773,43.033,41.219,36.32,35.957,32.239,42.851,30.899,35.128,14.428,4.4,4.594,0.762,4.28,4.199,--,--,--,--,--,4.485,1.518,14.569,1.878,4.34,1.182,1.299,0.765,1.206
2/4/2025 19:45,40.211,41.284,41.787,40.781,34.447,36.457,32.315,42.359,30.55,35.736,13.358,0.509,0.954,0.511,0.517,0.63,--,--,--,--,--,2.741,5.079,11.616,1.159,2.101,1.262,1.359,--,1.275
2/4/2025 19:50,40.291,43.159,43.216,42.137,35.003,38.758,33.966,44.976,30.82,35.824,13.376,0.443,0.707,7.754,0.436,0.489,--,--,--,--,--,1.841,1.729,10.591,3.733,1.805,1.658,1.703,1.318333333,1.62
2/4/2025 19:55,41.966,43.218,42.363,41.602,37.938,38.244,32.31,47.079,32.992,38.671,15.324,7.726,8.088,0.471,7.554,7.525,--,--,--,--,--,3.395,2.64,12.537,2.94,3.087,1.6,1.3,1.458,1.403
2/4/2025 20:00,41.636,42.716,44.012,44.899,36.706,35.493,33.837,49.612,31.811,35.631,13.406,0.432,0.72,0.482,0.443,0.51,--,--,--,--,--,1.665,2.331,10.088,1.169,2.158,1.671,1.236,1.595,1.367
2/4/2025 20:05,39.746,41.769,43.769,45.11,34.3,37.315,34.059,46.965,29.918,36.927,13.037,0.491,0.773,4.386,0.518,0.443,--,--,--,--,--,2.234,1.477,10.537,5.792,1.448,1.151,1.553,1.158,1.203
2/4/2025 20:10,41.938,44.151,42.883,--,36.163,33.461,32.323,42.1,29.802,33.856,16.732,4.297,4.546,0.469,4.122,4.24,--,--,--,--,--,4.753,2.059,14.066,1.213,4.435,1.391,1.551,1.363,1.115
2/4/2025 20:15,39.697,42.234,43.443,41.808,33.619,35.454,32.135,41.749,30.527,34.56,13.155,0.536,0.787,0.647,0.51,0.49,--,--,--,--,--,1.559,3.912,10.743,1.156,1.082,0.936,1.37,1.365,1.062
2/4/2025 20:20,41.213,42.389,44.69,42.315,34.309,36.289,32.531,42.433,30.045,39.786,13.286,0.551,0.838,7.645,0.585,0.619,--,--,--,--,--,1.491,1.644,11.33,3.09,1.377,1.161,0.966666667,1.263,1.327
2/4/2025 20:25,42.484,43.091,42.58,41.124,35.847,35.627,32.14,42.66,30.551,36.82,15.614,7.902,8.142,0.515,7.551,7.614,--,--,--,--,--,3.214,1.82,13.725,1.286,3.211,1.505,--,1.506,1.05
2/4/2025 20:30,41.055,40.859,41.598,40.622,34.801,35.534,31.616,42.156,31.673,34.73,13.623,0.442,0.718,0.493,0.449,0.529,--,--,--,--,--,1.482,2.369,10.516,1.461,1.276,1.067,--,1.448,1.445
2/4/2025 20:35,40.988,40.982,43.467,43.015,35.917,38.305,33.118,44.487,31.912,37.963,14.092,0.488,0.773,4.238,0.509,0.44,--,--,--,--,--,2.051,2.007,8.616,4.588,1.921,1.168,1.22875,1.578,1.437
2/4/2025 20:40,42.464,42.714,42.686,40.526,39.312,37.073,32.375,41.141,32.263,35.599,15.083,4.542,4.647,0.772,4.371,4.35,--,--,--,--,--,5.066,2.024,10.653,2.159,4.377,1.362,1.13,0.851,1.276
2/4/2025 20:45,39.734,39.917,41.293,39.076,34.492,33.743,30.85,42.619,29.403,34.603,13.33,0.505,0.909,0.504,0.511,0.629,--,--,--,--,--,1.772,3.721,7.232,1.461,1.095,1.254,1.086,1.014,0.871
2/4/2025 20:50,40.212,41.259,44.237,41.611,32.429,35.179,29.645,40.435,28.874,34.905,13.771,0.41,0.662,7.669,0.403,0.458,--,--,--,--,--,1.865,0.985,7.426,2.826,1.064,1.194,1.152,0.916,0.805
2/4/2025 20:55,42.854,42.213,43.069,39.791,33.5,33.502,25.472,39.719,30.404,33.379,15.724,7.79,7.761,0.494,7.526,7.544,--,--,--,--,--,2.743,2.029,9.492,0.983,2.789,0.983,1.205,0.815,1.029
2/4/2025 21:00,41.698,42.605,43.594,41.08,35.966,38.583,26.634,42.562,33.829,36.69,14.167,0.435,0.675,0.486,0.444,0.539,--,--,--,--,--,1.451,2.332,7.084,0.971,0.985,3.084,2.643,3.044,2.723
2/4/2025 21:05,48.73,47.671,63.306,55.374,62.676,54.993,35.443,62.327,43.702,56.578,12.823,0.493,0.762,4.278,0.503,0.441,--,--,--,--,--,1.537,1.656,2.366,7.212,2.932,1.01,0.903,0.996,0.925
2/4/2025 21:10,42.472,42.989,44.881,47.607,45.649,35.773,25.863,38.496,29.738,36.454,14.66,4.274,4.612,0.492,4.258,4.265,--,--,--,--,--,4.578,2.57,4.302,1.792,4.444,1.381,0.876,0.961,0.782
2/4/2025 21:15,37.255,39.089,40.435,46.467,38.037,31.682,23.876,33.432,28.045,32.076,13.492,0.475,0.793,0.496,0.543,0.556,--,--,--,--,--,0.849,4.659,0.627,0.967,0.751,1.14,0.676,0.86,0.831
2/4/2025 21:20,37.731,39.394,40.624,46.872,37.505,33.421,24.658,34.08,26.83,31.995,13.51,0.583,0.864,7.867,0.565,0.626,--,--,--,--,--,1.422,0.696,1.037,2.426,1.227,0.815,0.873,0.879,0.945
2/4/2025 21:25,44.336,39.323,38.584,43.661,34.512,33.995,23.632,35.251,29.978,31.557,15.605,7.73,7.821,0.506,7.577,7.619,--,--,--,--,--,2.992,1.872,2.801,0.878,2.524,0.973,0.878,0.912,0.668
2/4/2025 21:30,37,39.065,39.625,39.488,32.429,32.941,24.716,36.161,30.733,32.618,13.507,0.405,0.64,0.497,0.445,0.5,--,--,--,--,--,1.087,1.769,0.828,0.831,0.707,0.925,0.926,0.826,0.746
2/4/2025 21:35,35.94,38.77,38.833,40.877,37.23,37.239,25.369,38.964,31.726,37.335,13.564,0.525,0.821,4.263,0.491,0.478,--,--,--,--,--,1.059,0.836,0.692,4.085,0.987,1.413,1.488,1.343,1.363
2/4/2025 21:40,38.034,39.904,35.356,39.59,42.903,45.584,23.662,37.893,34.837,38.43,13.35,4.439,4.503,0.792,4.68,4.377,--,--,--,--,--,4.932,1.716,4.78,1.167,4.404,0.802,0.905,0.692,0.866
2/4/2025 21:45,42.579,45.431,43.949,45.627,40.213,39.81,30.485,33.158,38.459,37.552,12.948,0.474,0.845,0.488,0.502,0.6,--,--,--,--,--,1.186,3.386,0.812,0.751,1.113,1.404,1.327,1.233,1.84
2/4/2025 21:50,42.555,50.938,49.236,45.295,40.575,37.384,31.953,35.869,33.233,46.404,13.085,0.437,0.937,7.673,0.404,0.495,--,--,--,--,--,1.131,0.504,0.712,2.617,0.834,2.41,2.622,2.301,2.258
2/4/2025 21:55,45.725,48.072,46.143,46.577,42.018,45.274,32.825,34.719,40.37,38.011,14.822,7.807,8.147,0.509,7.674,7.599,--,--,--,--,--,3.297,2.118,3.017,0.751,2.816,1.364,1.306,1.27,1.157
2/4/2025 22:00,55.606,56.403,57.138,51.961,48.156,45.083,43.864,40.486,44.049,42.1,13.351,0.408,0.671,0.45,0.445,0.485,--,--,--,--,--,1.325,1.827,0.967,0.996,0.781,2.611,2.979,2.451,2.947
2/4/2025 22:05,47.637,54.054,55.257,54.11,41.98,45.497,41.53,41.468,34.468,46.484,13.293,0.51,0.746,4.296,0.492,0.479,--,--,--,--,--,1.233,0.792,0.783,4.07,0.733,3.149,3.056,3.19,3.085
2/4/2025 22:10,50.8,57.234,66.283,55.201,58.766,54.008,45.543,49.916,42.93,48.984,14.259,4.273,4.47,0.487,4.178,4.237,--,--,--,--,--,4.278,1.562,3.968,0.786,3.954,5.032,4.009,4.726,4.147
2/4/2025 22:15,44.768,50.205,48.573,57.147,46.479,49.604,33.8,41.296,45.135,39.862,12.968,0.56,0.861,0.517,0.496,0.463,--,--,--,--,--,0.82,3.17,0.619,0.808,0.711,2.384,2.952,2.991,2.899
2/4/2025 22:20,68.491,64.319,66.432,71.905,65.158,73.155,53.459,57.804,67.428,61.657,13.424,0.597,0.853,7.807,0.604,0.663,--,--,--,--,--,0.901,0.696,0.859,2.302,0.679,4.172,5.09,4.601,5.128
2/4/2025 22:25,52.282,56.652,54.756,55.286,67.327,57.075,48.494,54.851,48.919,54.494,14.959,7.905,7.891,0.517,7.641,7.587,--,--,--,--,--,2.806,1.601,2.414,0.85,2.481,7.389,6.348,6.437,5.645
2/4/2025 22:30,56.565,61.892,61.47,62.179,58.484,65.43,45.449,49.435,60.405,58.595,14.245,0.413,0.687,0.456,0.418,0.492,--,--,--,--,--,1.125,1.801,0.909,0.865,0.818,7.739,8.074,8.107,8.61
2/4/2025 22:35,49.068,46.613,44.089,49.824,59.883,62.891,31.203,61.781,49.06,66.125,13.209,0.504,0.811,4.371,0.513,0.472,--,--,--,--,--,0.92,0.798,0.813,4.073,0.853,8.231,6.333,6.489,6.755
2/4/2025 22:40,36.702,43.787,38.469,41.274,59.852,58.788,28.007,52.759,46.055,53.17,14.556,4.36,4.412,0.794,4.306,4.206,--,--,--,--,--,4.324,1.492,4.003,0.604,4.141,7.619,8.63,8.724,9.088
2/4/2025 22:45,37.924,43.756,41.622,42.868,51.453,50.672,32.828,48.387,40.459,51.353,13.095,0.502,0.902,0.482,0.482,0.627,--,--,--,--,--,1.276,3.288,0.956,0.588,0.868,8.77,7.761,7.898,8.219
2/4/2025 22:50,43.456,49.656,43.637,50.581,58.612,61.965,33.785,52.487,48.567,57.946,13.167,0.433,0.694,7.692,0.442,0.5,--,--,--,--,--,0.826,0.596,0.711,2.694,0.631,10.118,10.322,10.402,10.956
2/4/2025 22:55,41.637,49.708,39.435,46.013,56.28,55.766,29.852,51.575,44.556,57.583,14.612,7.715,7.928,0.498,7.576,7.657,--,--,--,--,--,2.583,1.573,2.512,0.854,2.411,10.252,9.788,9.807,9.562
2/4/2025 23:00,45.15,53.263,44.622,53.363,58.13,69.462,35.63,64.599,63.752,66.957,12.834,0.443,0.752,0.46,0.423,0.518,--,--,--,--,--,0.799,2.205,0.682,0.725,1.422,11.425,11.156,10.872,10.725
2/4/2025 23:05,42.152,50.935,42.739,51.582,55.747,62.991,34.124,48.498,45.777,61.878,13.11,0.543,0.779,4.291,0.516,0.488,--,--,--,--,--,1.254,0.646,0.694,3.951,0.762,10.65,8.782,9.64,8.732
2/4/2025 23:10,43.65,51.929,41.881,48.289,51.341,50.705,40.93,44.178,45.821,45.932,14.235,4.303,4.478,0.47,4.306,4.202,--,--,--,--,--,4.358,1.824,4.041,0.654,4.056,10.059,10.637,10.137,10.806
2/4/2025 23:15,35.56,45.028,36.843,42.441,47.732,49.336,28.635,43.082,40.309,46.701,13.311,0.511,0.728,0.491,0.5,0.49,--,--,--,--,--,0.943,3.032,0.609,0.677,0.607,11.323,9.926,10.049,10.545
2/4/2025 23:20,36.797,46.339,38.809,44.612,52.417,53.818,28.763,53.422,46.536,55.495,13.186,0.633,0.846,7.801,0.603,0.627,--,--,--,--,--,0.804,1.242,0.689,2.464,1.515,10.184,9.893,10.166,10.023
2/4/2025 23:25,37.154,45.602,36.998,43.529,53.175,51.128,26.787,42.838,42.247,48.706,14.344,7.678,7.815,0.476,7.657,7.587,--,--,--,--,--,2.54,1.729,2.543,0.616,2.421,11.914,11.062,11.129,11.099
2/4/2025 23:30,35.804,44.596,37.016,42.745,56.958,59.768,26.326,49.294,50.433,54.897,13.293,0.449,0.692,0.489,0.434,0.532,--,--,--,--,--,0.965,1.504,0.747,0.602,1.081,10.552,9.905,10.083,9.92
2/4/2025 23:35,41.33,54.625,50.067,54.403,59.967,63.721,38.11,50.646,48.09,57.943,13.413,0.549,0.713,4.285,0.527,0.474,--,--,--,--,--,0.931,0.632,0.817,3.849,0.667,10.744,9.296,9.51,9.405
2/4/2025 23:40,41.581,50.404,40.825,46.261,57.879,57.408,30.128,50.196,47.306,53.53,14.275,4.321,4.411,0.768,4.365,4.212,--,--,--,--,--,4.252,1.719,4.157,0.671,3.956,9.539,9.518,9.609,8.976
2/4/2025 23:45,43.627,52.558,46.956,52.351,56.228,55.429,36.076,48.805,48.064,55.676,12.956,0.508,0.89,0.522,0.537,0.642,--,--,--,--,--,1.078,2.967,0.661,0.578,0.777,11.73,11.165,11.361,11.286
2/4/2025 23:50,46.654,56.18,49.899,56.439,49.343,50.7,39.904,44.699,41.668,53.113,12.691,0.478,0.698,7.813,0.454,0.467,--,--,--,--,--,0.975,0.75125,0.665,2.587,0.698,12.279,10.65,10.901,10.658
2/4/2025 23:55,51.267,59.652,48.978,53.883,48.231,44.607,39.583,41.721,40.186,47.38,14.821,7.613,7.81,0.47,7.635,7.581,--,--,--,--,--,2.602,1.5875,2.502,0.721,2.298,11.403,10.587,11.503,10.83
2/5/2025 0:00,58.197,66.905,61.718,69.644,61.651,52.171,53.567,51.747,45.821,57.875,12.376,0.452,0.728,0.493,0.475,0.555,--,--,--,--,--,0.891,1.711,0.67,0.798,1.732,12.884,13.197,12.262,13.21
2/5/2025 0:05,44.531,54.132,45.709,54.271,60.438,55.405,39.765,49.04,45.863,54.789,12.896,0.519,0.716,4.278,0.526,0.477,--,--,--,--,--,1.185,0.938,0.75,4.006,0.873,12.2,11.293,11.541,11.346
2/5/2025 0:10,46.038,54.791,44.821,49.794,48.896,42.709,36.993,41.401,36.428,45.517,15.427,4.288,4.531,0.491,4.317,4.349,--,--,--,--,--,4.258,1.743,3.89,0.682,4.126,12.319,11.518,11.579,11.505
2/5/2025 0:15,38.076,47.305,37.577,44.492,42.878,40.11,28.67,36.729,35.585,42.709,13.204,0.479,0.717,0.492,0.533,0.493,--,--,--,--,--,0.916,2.884,0.936,0.715,0.793,12.174,10.715,10.73,10.147
2/5/2025 0:20,48.4,53.211,52.594,53.58333333,40.487,38.282,40.086,36.168,33.416,42.939,13.269,0.611,0.817,7.991,0.604,0.482,--,--,--,--,--,0.826,0.918,0.77,2.309,0.635,10.21,10.183,10.148,10.096
2/5/2025 0:25,40.283,47.488,39.614,41.531,43.249,38.63,28.146,35.424,34.716,40.557,15.352,8.61,7.891,0.519,7.496,7.737,--,--,--,--,--,2.539,1.755,2.482,0.63,2.434,10.31,9.647,9.49,9.978
2/5/2025 0:30,47.162,52.099,46.953,48.648,43.771,38.402,36.338,38.48,36.812,42.897,13.22,0.518888889,0.742,0.519,0.461,0.529,--,--,--,--,--,0.83,1.446,0.643,0.603,0.778,11.084,10.325,10.787,10.563
2/5/2025 0:35,47.217,52.85,47.534,51.101,44.063,44.08,36.324,42.567,41.881,44.424,13.32,0.504,0.778,4.27,0.526,0.44,--,--,--,--,--,0.925,0.637,0.716,3.906,0.945,11.67,11.286,10.739,11.297
2/5/2025 0:40,53.861,57.108,49.983,52.676,49.748,40.81,36.693,39.828,39.324,45.533,15.432,4.4,5.353,0.782,4.283,4.3,--,--,--,--,--,4.12,1.678,3.916,0.723,4.091,11.823,10.903,11.516,10.912
2/5/2025 0:45,51.463,58.479,48.735,56.363,50.628,44.379,40.42,45.257,38.306,47.99,13.158,0.633,0.88,0.524,0.652,0.63,--,--,--,--,--,0.942,3.072,0.541,0.637,0.899,11.645,10.93,10.877,10.73
2/5/2025 0:50,55.959,58.654,54.7,57.93,49.392,47.281,46.596,46.968,42.185,50.838,13.812,0.446,0.9,7.66,0.463,0.471,--,--,--,--,--,0.872,0.712,0.675,2.571,0.645,12.219,11.565,11.778,11.648
2/5/2025 0:55,48.899,56.694,49.619,52.361,55.259,57.004,36.895,56.366,55.63,57.479,15.543,7.706,8.02,0.509,7.614,7.605,--,--,--,--,--,2.621,1.872,2.402,0.788,2.609,12.017,10.737,10.3,10.213
2/5/2025 1:00,40.792,50.123,42.496,45.722,55.373,52.093,33.069,49.756,46.549,57.225,13.873,0.419,0.705,0.487,0.44,0.489,--,--,--,--,--,0.956,1.832,0.827,1.027,0.956,12.179,10.943,11.351,10.953
2/5/2025 1:05,35.877,45.748,40.604,44.864,47.947,47.266,31.228,46.191,39.962,50.069,12.067,0.537,0.693,4.391,0.498,0.538,--,--,--,--,--,1.068,0.77,1.023,3.946,0.888,11.593,11.376,11.009,11.472
2/5/2025 1:10,37.68,46.652,38.448,42.736,46.067,45.537,26.785,44.039,43.689,49.517,14.527,4.268,4.577,0.501,4.141,4.365,--,--,--,--,--,4.295,1.707,3.994,0.71,3.932,9.393,8.637,9.269,8.721
2/5/2025 1:15,32.183,39.769,31.975,38.134,47.466,44.57,22.567,42.369,42.648,48.142,12.941,0.478,0.723,0.492,0.521,0.465,--,--,--,--,--,0.949,2.932,0.636,0.631,0.81,8.423,6.388,6.376,5.839
2/5/2025 1:20,34.098,42.595,34.824,39.469,35.191,35.94,24.992,33.345,32.828,38.821,13.146,0.591,0.825,7.762,0.59,0.52,--,--,--,--,--,0.891,0.842,0.616,2.323,0.77,3.501,4.532,4.507,4.474
2/5/2025 1:25,35.723,43.305,33.866,38.35,35.385,33.503,24.048,32.127,29.065,35.407,14.414,7.902,7.833,0.56,7.691,7.793,--,--,--,--,--,2.448,1.733,2.373,0.71,2.523,3.576,4.064,4.116,4.453
2/5/2025 1:30,40.353,42.865,37.74,45.071,39.502,37.811,26.831,39.507,34.614,37.393,12.431,0.424,0.723,0.5,0.457,0.507,--,--,--,--,--,0.876,1.313,0.82,0.661,0.624,5.361,4.256,3.788,4.425
2/5/2025 1:35,45.376,52.942,43.886,50.005,36.705,40.52,39.882,34.929,29.039,39.163,13.199,0.517,0.71,4.234,0.501,0.493,--,--,--,--,--,1.03,0.699,0.612,4.003,0.774,5.425,5.765,6.308,5.131
2/5/2025 1:40,44.924,52.834,42.877,45.287,39.919,40.629,33.144,34.45,36.426,40.71,13.854,4.357,4.615,0.771,4.219,4.253,--,--,--,--,--,4.632222222,1.81,4.095,0.582,4.025,7.92,8.674,8.719,8.678
2/5/2025 1:45,47.953,55.712,50.904,49.162,42.235,43.828,36.207,36.71,40.223,42.39,12.427,0.641,0.916,0.486,0.679,0.6,--,--,--,--,--,0.974,2.843,0.534,0.774,0.862,7.244,6.889,6.869,6.873
2/5/2025 1:50,48.516,52.125,47.563,52.709,46.362,44.588,40.28,39.48,40.727,47.638,13.485,0.443,0.679,7.713,0.444,0.506,--,--,--,--,--,1.003,0.629,0.702,2.465,0.83,7.93,6.776,6.838,6.804
